"crop","province","year","yield","mov_avg_9window","residual","mean_residual","sd_residual","lower_sigma","upper_sigma","yield_outlier","yield_to_use","yield_trend","yield_detrResids","yield_growthRate_DLM","yield_growthRate_DLM_CIlow","yield_growthRate_DLM_CIhigh"
"Rice","Ayutthaya",1940,1.75593767592656,1.46323868869532,0.292698987231243,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.75593767592656,1.48737851089264,0.268559165033918,-0.00606923632223165,-0.0312718606782837,0.0191333880338204
"Rice","Ayutthaya",1941,1.8011556935783,1.42648596048069,0.374669733097614,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.8011556935783,1.44405745146416,0.357098242114141,-0.0059305185588942,-0.0317770494501978,0.0199160123324094
"Rice","Ayutthaya",1942,0.353147731290175,1.34398730808219,-0.990839576792012,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,0.353147731290175,1.36541110093726,-1.01226336964709,-0.00563312565720928,-0.0328666035711535,0.021600352256735
"Rice","Ayutthaya",1943,1.99307646575369,1.39028804344162,0.602788422312065,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.99307646575369,1.38908668047665,0.603989785277037,-0.00504087946040255,-0.0317244005207921,0.021642641599987
"Rice","Ayutthaya",1944,1.3451291088547,1.35757265286278,-0.0124435440080839,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.3451291088547,1.35291946814553,-0.00779035929083083,-0.00454025563203457,-0.031861623992799,0.0227811127287298
"Rice","Ayutthaya",1945,1.05385437180626,1.31640112909781,-0.262546757291548,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.05385437180626,1.31839262712046,-0.264538255314202,-0.00388142078694085,-0.0318519702614954,0.0240891286876137
"Rice","Ayutthaya",1946,1.22136566916054,1.27849635113324,-0.0571306819726993,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.22136566916054,1.31140328295386,-0.0900376137933148,-0.00311188863893344,-0.0311744405713363,0.0249506632934694
"Rice","Ayutthaya",1947,1.27448042814219,1.38968570694104,-0.115205278798845,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.27448042814219,1.31447384118788,-0.039993413045684,-0.00234801590454892,-0.030296307121266,0.0256002753121681
"Rice","Ayutthaya",1948,1.42000673125261,1.32940284580213,0.0906038854504825,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.42000673125261,1.32254709128212,0.0974596399704846,-0.00163097034387568,-0.0293672645047803,0.0261053238170289
"Rice","Ayutthaya",1949,1.3853939620418,1.33428165816603,0.0511123038757713,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.3853939620418,1.32178226641975,0.0636116956220454,-0.000934945423311975,-0.0286518962194103,0.0267820053727864
"Rice","Ayutthaya",1950,1.46001269189721,1.33469793894297,0.125314752954241,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.46001269189721,1.31556349196141,0.144449199935803,-0.000216983925829592,-0.0280345845062154,0.0276006166545562
"Rice","Ayutthaya",1951,1.35385193356034,1.2842379572794,0.069613976280942,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.35385193356034,1.29581829719385,0.0580336363664862,0.00060078960804212,-0.0276143693207668,0.028815948536851
"Rice","Ayutthaya",1952,1.45053071550349,1.28336005182665,0.167170663676841,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.45053071550349,1.2713209177264,0.179209797777098,0.00156536333795904,-0.0271706059434281,0.0303013326193462
"Rice","Ayutthaya",1953,1.38903842012981,1.20792591565298,0.181112504476827,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.38903842012981,1.23007462332099,0.158963796808821,0.00280805426519316,-0.0268713367289357,0.032487445259322
"Rice","Ayutthaya",1954,1.05760089879872,1.17234294909108,-0.114742050292363,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.05760089879872,1.17436094870258,-0.116760049903857,0.00448214379368135,-0.0265873420066163,0.035551629593979
"Rice","Ayutthaya",1955,0.767225834188417,1.13259708037601,-0.365371246187588,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,0.767225834188417,1.13215855283939,-0.364932718650975,0.0064923447874541,-0.0257194818285723,0.0387041714034805
"Rice","Ayutthaya",1956,1.26657927906747,1.11652597314336,0.150053305924108,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.26657927906747,1.12861657375642,0.137962705311057,0.0084179845488642,-0.0238815025987644,0.0407174716964928
"Rice","Ayutthaya",1957,0.741099505689581,1.08183178722373,-0.340732281534151,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,0.741099505689581,1.11339822858464,-0.372298722895063,0.0105939929682132,-0.0221354829764216,0.0433234689128481
"Rice","Ayutthaya",1958,1.06514726298472,1.08467977487152,-0.0195325118868046,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.06514726298472,1.13778647126339,-0.0726392082786691,0.0123190555747005,-0.0196994215872805,0.0443375327366814
"Rice","Ayutthaya",1959,1.1022998734615,1.13919361776919,-0.0368937443076931,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.1022998734615,1.17167576715474,-0.0693758936932394,0.0137593800211621,-0.0173253446494156,0.0448441046917398
"Rice","Ayutthaya",1960,1.20921196846656,1.17967669479326,0.0295352736733063,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.20921196846656,1.21462302112661,-0.00541105266004394,0.0148770149454609,-0.0151024950109482,0.0448565249018701
"Rice","Ayutthaya",1961,1.1382830422268,1.20962642653481,-0.0713433843080116,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.1382830422268,1.26006100572674,-0.121777963499941,0.0157600196384755,-0.0131336276718829,0.044653666948834
"Rice","Ayutthaya",1962,1.41467030895995,1.34377171668869,0.0708985922712553,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.41467030895995,1.31949224946681,0.0951780594931348,0.0162305834833645,-0.011358008521056,0.043819175487785
"Rice","Ayutthaya",1963,1.54822548487773,1.41680314840287,0.131422336474857,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.54822548487773,1.37094225170147,0.177283233176262,0.0166296529395226,-0.00992085009773873,0.0431801559767839
"Rice","Ayutthaya",1964,1.13157352740498,1.44358099934138,-0.312007471936402,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.13157352740498,1.4060070198447,-0.274433492439719,0.0171470199311249,-0.00873939588153782,0.0430334357437877
"Rice","Ayutthaya",1965,1.5361268647415,1.52030142186436,0.0158254428771425,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.5361268647415,1.46988616245669,0.0662407022848062,0.0171354319577017,-0.00762477773817559,0.0418956416535789
"Rice","Ayutthaya",1968,1.9484071170745,1.5845097474813,0.363897369593202,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.9484071170745,1.5282049384656,0.420202178608897,0.0170605201395115,-0.00675420338309276,0.0408752436621157
"Rice","Ayutthaya",1974,1.72243014841235,1.55458200215565,0.167848146256695,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.72243014841235,1.54529571544629,0.177134432966052,0.0174783712713014,-0.00607292492273045,0.0410296674653333
"Rice","Ayutthaya",1975,1.34330053190808,1.56301334029446,-0.219712808386382,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.34330053190808,1.5455712875273,-0.202270755619222,0.0181826880353935,-0.00536491133112733,0.0417302874019143
"Rice","Ayutthaya",1976,1.89969577117334,1.53811791061965,0.361577860553691,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.89969577117334,1.56721190657031,0.332483864603028,0.0186533567886269,-0.00457012023266423,0.041876833809918
"Rice","Ayutthaya",1977,1.71615797277923,1.5794011365488,0.136756836230438,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.71615797277923,1.55666197772388,0.15949599505535,0.0196556454374086,-0.00372681160271303,0.0430381024775302
"Rice","Ayutthaya",1978,1.14532060102916,1.53509379300256,-0.389773191973398,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.14532060102916,1.53149072744271,-0.386170126413548,0.021081603448637,-0.00268735325639962,0.0448505601536736
"Rice","Ayutthaya",1979,1.624107528127,1.539009694015,0.0850978341119961,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.624107528127,1.54671069097619,0.0773968371508087,0.0220306362596304,-0.00150719105380111,0.0455684635730618
"Rice","Ayutthaya",1980,0.907514660331692,1.60143040385257,-0.693915743520883,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,0.907514660331692,1.5559626519649,-0.648447991633205,0.0231424009136557,-0.00025882696114287,0.0465436287884543
"Rice","Ayutthaya",1981,1.90767589810381,1.60958932711041,0.298086570993405,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.90767589810381,1.63213602927697,0.275539868826841,0.0231033849536509,0.000790505488000474,0.0454162644193013
"Rice","Ayutthaya",1982,1.54964102515838,1.65137106452552,-0.101730039367139,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.54964102515838,1.68239384265128,-0.1327528174929,0.0233796260936552,0.00172899423120034,0.0450302579561101
"Rice","Ayutthaya",1983,1.75767325752433,1.70675429776611,0.0509189597582158,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.75767325752433,1.74758207020887,0.0100911873154563,0.0233514856754805,0.00250373506664201,0.044199236284319
"Rice","Ayutthaya",1984,1.90508692044623,1.78270350568911,0.12238341475712,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.90508692044623,1.81323385350295,0.0918530669432718,0.0232394010119068,0.00314135971639005,0.0433374423074235
"Rice","Ayutthaya",1985,1.97312608049385,1.92126460853876,0.0518614719550945,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.97312608049385,1.87100991547383,0.10211616502002,0.0231837287138776,0.00370079242387066,0.0426666650038845
"Rice","Ayutthaya",1986,2.0921936095152,1.78460683619076,0.307586773324438,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.0921936095152,1.91979037087545,0.172403238639757,0.0232233434977917,0.00422952526636181,0.0422171617292215
"Rice","Ayutthaya",1987,1.64376970019453,1.85749073026873,-0.213721030074199,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.64376970019453,1.95249946744294,-0.308729767248413,0.0234879744156704,0.0048058711060211,0.0421700777253196
"Rice","Ayutthaya",1988,2.30765039943394,1.91544985972991,0.392200539704025,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.30765039943394,2.01742589506565,0.290224504368293,0.0233095203142953,0.00522145208064689,0.0413975885479436
"Rice","Ayutthaya",1989,2.15456458597853,1.93371996926573,0.220844616712806,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.15456458597853,2.05443087537658,0.100133710601952,0.0234851970502917,0.00571414810390788,0.0412562459966754
"Rice","Ayutthaya",1990,0.677755946971896,1.95644068600577,-1.27868473903388,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,0.677755946971896,NA,2.08262389791796,-1.40486795094607,0.0238109771801743,0.00626833454587224,0.0413536198144764
"Rice","Ayutthaya",1991,2.20559607186005,1.8682421451475,0.33735392671255,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.20559607186005,2.11215751663313,0.0934385552269168,0.0241681872696471,0.0068551796622484,0.0414811948770458
"Rice","Ayutthaya",1992,2.279305422675,1.9340766003208,0.345228822354209,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.279305422675,2.13378439306075,0.145521029614257,0.0246868996061124,0.00753140340664695,0.0418423958055779
"Rice","Ayutthaya",1993,2.06951790626853,1.90635694634399,0.163160959924538,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.06951790626853,2.14245659450439,-0.072938688235864,0.0254674845556862,0.00836122312030932,0.0425737459910631
"Rice","Ayutthaya",1994,2.17761253115426,1.96872559796871,0.208886933185548,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.17761253115426,2.1603252005376,0.0172873306166541,0.0262292503494899,0.00924179136914646,0.0432167093298334
"Rice","Ayutthaya",1995,1.29840674179077,2.20652417344342,-0.908117431652647,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,1.29840674179077,2.17856199344816,-0.880155251657388,0.0270769567535394,0.0102059886478966,0.0439479248591822
"Rice","Ayutthaya",1996,2.23627979675418,2.2802330424531,-0.0439532456989231,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.23627979675418,2.28733342744405,-0.0510536306898719,0.0266787730417537,0.0105818478722607,0.0427756982112466
"Rice","Ayutthaya",1997,2.05817351364271,2.37344232304057,-0.315268809397864,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.05817351364271,2.40325589788712,-0.345082384244408,0.0261050412423277,0.0107533807745372,0.0414567017101183
"Rice","Ayutthaya",1998,2.715882450601,2.49151662898167,0.224365821619326,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.715882450601,2.55547651230752,0.160405938293477,0.0250162401134887,0.0105448774485547,0.0394876027784226
"Rice","Ayutthaya",1999,2.81794312624426,2.61287902873089,0.205064097513367,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.81794312624426,2.69281249706881,0.125130629175448,0.0240236115964777,0.01025250271731,0.0377947204756454
"Rice","Ayutthaya",2000,2.8689758929472,2.83575453180283,0.0332213611443692,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,2.8689758929472,2.81837050600489,0.0506053869423089,0.0230978595022683,0.0098981049202215,0.0362976140843151
"Rice","Ayutthaya",2001,3.11818894796224,2.97354377096091,0.144645177001325,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.11818894796224,2.93926406660866,0.178924881353578,0.0221755382478274,0.00947155242923985,0.0348795240664149
"Rice","Ayutthaya",2002,3.13218665973844,3.10690170360076,0.025284956137674,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.13218665973844,3.04230713848407,0.0898795212543724,0.0213785458073437,0.009051756493056,0.0337053351216313
"Rice","Ayutthaya",2003,3.26987412889726,3.18741719476901,0.0824569341282495,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.26987412889726,3.13620278741989,0.133671341477369,0.0206402293398716,0.00862254174345846,0.0326579169362848
"Rice","Ayutthaya",2004,3.30428626943818,3.27320989889234,0.031076370545847,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.30428626943818,3.21639368159041,0.0878925878477772,0.0200017545333432,0.00821572856119746,0.0317877805054889
"Rice","Ayutthaya",2005,3.47638294917692,3.36173362799497,0.114649321181942,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.47638294917692,3.28737751643026,0.189005432746657,0.0194368475137055,0.00782812656181078,0.0310455684656003
"Rice","Ayutthaya",2006,3.25839490740139,3.37058253542142,-0.112187628020034,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.25839490740139,3.33898188736758,-0.080586979966192,0.0190269887118241,0.00750960265750354,0.0305443747661447
"Rice","Ayutthaya",2007,3.44052187111523,3.28126232999617,0.159259541119063,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.44052187111523,3.39829723388345,0.042224637231778,0.0185945774676655,0.00717807252707853,0.0300110824082524
"Rice","Ayutthaya",2008,3.59007746335419,3.32279234392084,0.267285119433354,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.59007746335419,3.45303994031566,0.137037523038537,0.0182153577276747,0.00686593999932248,0.0295647754560269
"Rice","Ayutthaya",2009,3.66568945487092,3.37548467034463,0.290204784526295,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.66568945487092,3.49375714619524,0.171932308675682,0.0179566968009437,0.00660955736974799,0.0293038362321393
"Rice","Ayutthaya",2010,3.19782911480026,3.39837725625716,-0.200548141456897,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.19782911480026,3.51708120512043,-0.319252090320168,0.0178569831212857,0.00643597410701607,0.0292779921355553
"Rice","Ayutthaya",2011,2.32830481091114,3.44476107584574,-1.11645626493459,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,2.32830481091114,NA,3.57246896229795,-1.24416415138681,0.017611318955769,0.00619753038411806,0.02902510752742
"Rice","Ayutthaya",2012,3.64364425421932,3.46339220337817,0.180252050841157,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.64364425421932,3.62796815011406,0.0156761041052604,0.0173845599179636,0.00595364445374289,0.0288154753821844
"Rice","Ayutthaya",2013,3.77851720725226,3.47478181526385,0.303735391988405,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.77851720725226,3.6820510116358,0.0964661956164536,0.0171854902353308,0.00570767325480662,0.028663307215855
"Rice","Ayutthaya",2014,3.68241622238969,3.54495966111641,0.137456561273276,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.68241622238969,3.72667321322364,-0.0442569908339525,0.0170645524535365,0.00548412822292201,0.0286449766841509
"Rice","Ayutthaya",2015,3.67584928369862,3.65648107388554,0.0193682098130799,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.67584928369862,3.77604702752374,-0.100197743825122,0.0169471422158431,0.00525152562276831,0.0286427588089179
"Rice","Ayutthaya",2016,3.60820201890708,3.8693285137027,-0.261126494795612,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.60820201890708,3.83586189654518,-0.227659877638093,0.0167933053762165,0.00498638153352527,0.0286002292189077
"Rice","Ayutthaya",2017,3.69258397032538,3.93952566530416,-0.246941694978783,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,3.69258397032538,3.91891652672164,-0.226332556396262,0.0165177189280245,0.00464159290908783,0.0283938449469611
"Rice","Ayutthaya",2018,4.29729006754397,3.98427375338724,0.313016314156727,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,4.29729006754397,4.02496906063082,0.272321006913145,0.0161007537544751,0.00419488855522142,0.0280066189537287
"Rice","Ayutthaya",2019,4.20152182972243,4.06435250645506,0.13716932326737,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,4.20152182972243,4.10380294481341,0.0977188849090158,0.0157894010283695,0.0037458475065612,0.0278329545501778
"Rice","Ayutthaya",2020,4.24393176926553,4.11291540929961,0.131016359965922,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,4.24393176926553,4.1728349567261,0.0710968125394302,0.0155202431295137,0.00328816748744998,0.0277523187715774
"Rice","Ayutthaya",2021,4.27541861863249,4.18501732221283,0.0904012964196603,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,4.27541861863249,4.23470843936186,0.0407101792706293,0.0152896266483198,0.00283179552803022,0.0277474577686093
"Rice","Ayutthaya",2022,4.18125,4.2670895475274,-0.0858395475274021,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,4.18125,4.29248562895705,-0.111235628957052,0.0150895109079138,0.00238579530105206,0.0277932265147755
"Rice","Ayutthaya",2023,4.403125,4.26104944352409,0.142075556475911,0.00160304877152169,0.335152404246421,-1.00385416396774,1.00706026151078,NA,4.403125,4.36143529693185,0.0416897030681458,0.014850961738622,0.00193792257357886,0.0277640009036651
"Rice","Bangkok",1920,1.88214443684617,1.58307309754076,0.29907133930541,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.88214443684617,1.62892149109694,0.253222945749237,0.0125331925205578,-0.016291738109718,0.0413581231508337
"Rice","Bangkok",1921,1.35147866613576,1.59868887682816,-0.247210210692396,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.35147866613576,1.53471418721724,-0.183235521081475,0.0133239220331836,-0.0170376081922193,0.0436854522585864
"Rice","Bangkok",1922,1.44111501127158,1.57206351671588,-0.130948505444305,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.44111501127158,1.52348236992002,-0.0823673586484417,0.0134496413956995,-0.0169057168733009,0.0438049996646999
"Rice","Bangkok",1923,1.44495464045831,1.61448816128719,-0.169533520828879,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.44495464045831,1.54957651903416,-0.104621878575849,0.0132491468230877,-0.0163743588303453,0.0428726524765206
"Rice","Bangkok",1924,1.79567273299199,1.59674871395185,0.198924019040139,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.79567273299199,1.62306867456916,0.172604058422827,0.0126647024308482,-0.0154124341368207,0.0407418389985172
"Rice","Bangkok",1925,1.67676777326515,1.54220605834422,0.134561714920925,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.67676777326515,1.61845566576884,0.058312107496302,0.0127207694057618,-0.0152366562312947,0.0406781950428183
"Rice","Bangkok",1926,1.41231135604221,1.56930060379412,-0.156989247751906,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.41231135604221,1.58747964554556,-0.175168289503348,0.0129986429386274,-0.0153067080474845,0.0413039939247393
"Rice","Bangkok",1927,1.91146067328634,1.56962333986619,0.341837333420145,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.91146067328634,1.63584169922984,0.275618974056492,0.0126382791171587,-0.0146443311896256,0.039920889423943
"Rice","Bangkok",1928,1.45483313526916,1.6039633821027,-0.149130246833537,0.000560158153826891,0.353531813484602,-1.06003528229998,1.06115559860763,NA,1.45483313526916,1.55948228692422,-0.104649151655055,0.0133000182232712,-0.0151295147793504,0.0417295512258928
