Crop,Year,Region,Province,Yield (t/ha),Data source
Rice,2017,Southern,Chumphon,2.435745429,Statistical Yearbook Thailand
Rice,2017,Southern,Krabi,1.356094874,Statistical Yearbook Thailand
Rice,2017,Southern,Nakhon Si Thammarat,2.634361849,Statistical Yearbook Thailand
Rice,2017,Southern,Narathiwat,2.186998292,Statistical Yearbook Thailand
Rice,2017,Southern,Pattani,2.144720824,Statistical Yearbook Thailand
Rice,2017,Southern,Phang Nga,1.805034346,Statistical Yearbook Thailand
Rice,2017,Southern,Phatthalung,2.282051298,Statistical Yearbook Thailand
Rice,2017,Southern,Phuket,2.789953856,Statistical Yearbook Thailand
Rice,2017,Southern,Ranong,1.8930319,Statistical Yearbook Thailand
Rice,2017,Southern,Satun,2.151307293,Statistical Yearbook Thailand
Rice,2017,Southern,Songkhla,2.725335213,Statistical Yearbook Thailand
Rice,2017,Southern,Surat Thani,2.111117368,Statistical Yearbook Thailand
Rice,2017,Southern,Trang,2.387091887,Statistical Yearbook Thailand
Rice,2017,Southern,Yala,1.979618342,Statistical Yearbook Thailand
Rice,2017,Thailand,Total,2.715799672,Statistical Yearbook Thailand
Rice,2017,Thailand,Total,2.643184184,Statistical Yearbook Thailand
Rice,2018,Central,Ang Thong,4.187996947,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Ayutthaya,4.297290068,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Bangkok,4.135631013,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Chachoengsao,4.226074411,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Chainat,4.21138703,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Chanthaburi,2.257672156,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Chonburi,3.57200207,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Kanchanaburi,4.126981379,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Lopburi,3.69679862,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Nakhon Nayok,3.811157196,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Nakhon Pathom,4.748638147,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Nonthaburi,4.413827682,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Pathum Thani,4.560393883,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Phetchaburi,4.428926516,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Prachinburi,3.084367979,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Prachuap Khiri Khan,3.470198983,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Ratchaburi,4.416145852,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Rayong,3.094367098,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Sa Kaeo,2.060378003,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Samut Prakan,4.694525301,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Samut Sakhon,4.430632453,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Samut Songkhram,4.44402892,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Saraburi,4.134290856,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Singburi,4.321715755,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Central,Suphanburi,4.536496987,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Eastern,Trat,2.928708775,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Thailand,Total,3.925,Statistical Yearbook Thailand
Rice,2018,Northeastern,Amnat Charoen,2.19178518,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Bueng Kan,2.057791558,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Buriram,2.132593463,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Chaiyaphum,2.363895548,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Kalasin,2.521984089,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Khon Kaen,2.174584015,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Loei,2.425679151,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Maha Sarakham,2.219030548,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Mukdahan,2.336006974,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Nakhon Phanom,2.245537977,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Nakhon Ratchasima,2.233917141,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Nong Bua Lam Phu,2.20384104,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Nong Khai,2.496819707,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Roi Et,2.422524181,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Sakon Nakhon,2.089806978,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Sisaket,2.132750145,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Surin,2.254891021,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Ubon Ratchathani,2.282603324,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Udon Thani,2.367444456,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northeastern,Yasothon,2.258381188,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Thailand,Total,2.2125,Statistical Yearbook Thailand
Rice,2018,Northern,Chiang Mai,3.984872849,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Chiang Rai,3.846575147,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Kamphaeng Phet,3.890740374,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Lampang,3.974456657,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Lamphun,3.355987141,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Mae Hong Son,2.670118972,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Nakhon Sawan,3.818770038,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Nan,3.277563013,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Phayao,3.456175011,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Phetchabun,3.539659624,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Phichit,3.815429621,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Phitsanulok,3.792688596,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Phrae,3.59654464,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Sukhothai,3.7463021,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Tak,2.761431032,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Uthai Thani,4.071115061,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Northern,Uttaradit,3.882794797,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Thailand,Total,3.63125,Statistical Yearbook Thailand
Rice,2018,Southern,Chumphon,2.834265379,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Krabi,2.124472776,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Nakhon Si Thammarat,3.009074553,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Narathiwat,2.543702968,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Pattani,2.608340122,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Phang Nga,2.014042868,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Phatthalung,2.835571737,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Phuket,3.174603175,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Ranong,2.15306834,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Satun,2.678942853,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Songkhla,3.371823764,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Surat Thani,2.840949439,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Trang,3.203724432,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Southern,Yala,2.267561268,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2018,Thailand,Total,2.8875,Statistical Yearbook Thailand
Rice,2018,Thailand,Total,3.925,Statistical Yearbook Thailand
Rice,2019,Central,Ang Thong,4.120335258,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Ayutthaya,4.20152183,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Bangkok,4.092013408,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Chachoengsao,4.125758492,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Chainat,4.108891302,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Chanthaburi,2.288072018,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Chonburi,3.45201538,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Kanchanaburi,3.950387704,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Lopburi,3.402632101,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Nakhon Nayok,3.669351026,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Nakhon Pathom,4.712690672,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Nonthaburi,4.317710095,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Pathum Thani,4.455233836,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Phetchaburi,4.406301128,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Prachinburi,2.947523458,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Prachuap Khiri Khan,3.652198246,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Ratchaburi,4.354071609,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Rayong,3.110678694,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Sa Kaeo,2.124326936,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Samut Prakan,4.446153302,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Samut Sakhon,4.376476669,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Samut Songkhram,4.386574074,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Saraburi,3.977170019,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Singburi,4.500423438,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Central,Suphanburi,4.548235795,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Eastern,Trat,2.894186047,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Thailand,Total,3.8625,Statistical Yearbook Thailand
Rice,2019,Northeastern,Amnat Charoen,2.248730545,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Bueng Kan,1.946344383,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Buriram,2.202850645,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Chaiyaphum,2.314708751,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Kalasin,2.537290537,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Khon Kaen,2.009487963,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Loei,2.320666982,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Maha Sarakham,2.184403983,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Mukdahan,2.449815822,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Nakhon Phanom,2.267316009,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Nakhon Ratchasima,2.174585406,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Nong Bua Lam Phu,2.058111308,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Nong Khai,2.365243489,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Roi Et,2.260781994,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Sakon Nakhon,2.166973431,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Sisaket,2.125965231,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Surin,2.264131362,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Ubon Ratchathani,2.186563787,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Udon Thani,2.212238759,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northeastern,Yasothon,2.298403128,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Thailand,Total,2.2,Statistical Yearbook Thailand
Rice,2019,Northern,Chiang Mai,3.785175686,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Chiang Rai,3.66780696,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Kamphaeng Phet,3.738421945,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Lampang,3.879090592,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Lamphun,3.329835431,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Mae Hong Son,2.605920087,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Nakhon Sawan,3.692340808,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Nan,3.232835394,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Phayao,3.30246435,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Phetchabun,3.466054806,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Phichit,3.77764567,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Phitsanulok,3.671091562,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Phrae,3.586961905,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Sukhothai,3.465876177,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Tak,2.670548978,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Uthai Thani,3.980945787,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Northern,Uttaradit,3.627872919,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Thailand,Total,3.51875,Statistical Yearbook Thailand
Rice,2019,Southern,Chumphon,2.809022738,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Krabi,1.97946409,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Nakhon Si Thammarat,3.01407244,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Narathiwat,2.688416943,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Pattani,2.988550237,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Phang Nga,2.099810187,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Phatthalung,2.919937692,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Phuket,3.125,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Ranong,2.313432836,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Satun,2.743409032,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Songkhla,3.529498887,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Surat Thani,2.615621278,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Trang,2.757912355,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Southern,Yala,2.150622966,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2019,Thailand,Total,2.8,Statistical Yearbook Thailand
Rice,2019,Thailand,Total,3.8625,Statistical Yearbook Thailand
Rice,2020,Central,Ang Thong,4.185558713,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Ayutthaya,4.243931769,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Bangkok,4.173200251,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Chachoengsao,3.93246324,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Chainat,3.927517187,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Chanthaburi,2.321139932,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Chonburi,2.513152612,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Kanchanaburi,3.957892337,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Lopburi,3.174799492,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Nakhon Nayok,3.646083532,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Nakhon Pathom,4.751599513,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Nonthaburi,4.380113164,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Pathum Thani,4.368973938,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Phetchaburi,4.396795887,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Prachinburi,2.864359294,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Prachuap Khiri Khan,3.589587068,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Ratchaburi,4.310216798,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Rayong,3.149136756,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Sa Kaeo,2.025633066,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Samut Prakan,4.41706476,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Samut Sakhon,4.348377282,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Samut Songkhram,4.351221883,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Saraburi,3.846717408,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Singburi,4.372979959,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Central,Suphanburi,4.430543875,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Eastern,Trat,2.891308974,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Thailand,Total,3.86875,Statistical Yearbook Thailand
Rice,2020,Northeastern,Amnat Charoen,2.223742964,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Bueng Kan,2.033660123,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Buriram,2.19200188,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Chaiyaphum,2.412526809,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Kalasin,2.593520211,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Khon Kaen,2.205068214,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Loei,2.223691553,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Maha Sarakham,2.394896467,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Mukdahan,2.527102463,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Nakhon Phanom,2.248041704,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Nakhon Ratchasima,2.369126379,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Nong Bua Lam Phu,2.209750321,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Nong Khai,2.432336203,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Roi Et,2.30119423,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Sakon Nakhon,2.162393343,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Sisaket,2.218816831,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Surin,2.340187823,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Ubon Ratchathani,2.253364211,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Udon Thani,2.301149049,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northeastern,Yasothon,2.373312332,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Thailand,Total,2.20625,Statistical Yearbook Thailand
Rice,2020,Northern,Chiang Mai,3.813700625,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Chiang Rai,3.580623391,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Kamphaeng Phet,3.695621299,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Lampang,3.850941468,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Lamphun,3.270564916,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Mae Hong Son,2.623511167,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Nakhon Sawan,3.675354931,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Nan,3.246441524,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Phayao,3.034928357,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Phetchabun,3.436760922,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Phichit,3.785042836,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Phitsanulok,3.629946693,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Phrae,3.608360577,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Sukhothai,3.431335049,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Tak,2.5754111,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Uthai Thani,3.892673855,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
Rice,2020,Northern,Uttaradit,3.789154826,"Office of Agriculture Ecconomics, Ministry of Agriculture and Cooperatives"
