Crop,Year,Region,Province,Yield (t/ha),Data source
Rice,1920,Central,Ayutthaya,1.866327817,Statistical Yearbook Thailand
Rice,1920,Central,Bangkok,1.882144437,Statistical Yearbook Thailand
Rice,1920,Eastern,Chanthaburi,1.293690521,Statistical Yearbook Thailand
Rice,1920,Eastern,Prachinburi,1.383507158,Statistical Yearbook Thailand
Rice,1920,Central,Ratchaburi,1.184341297,Statistical Yearbook Thailand
Rice,1920,Thailand,Total,1.695642659,Statistical Yearbook Thailand
Rice,1920,Northeastern,Nakhon Ratchasima,2.265613221,Statistical Yearbook Thailand
Rice,1920,Northeastern,Roi Et,1.557467905,Statistical Yearbook Thailand
Rice,1920,Northeastern,Udon Thani,2.049655449,Statistical Yearbook Thailand
Rice,1920,Thailand,Total,1.747731176,Statistical Yearbook Thailand
Rice,1920,Northern,Nakhon Sawan,1.397600372,Statistical Yearbook Thailand
Rice,1920,Northern,Phayao,2.64269693,Statistical Yearbook Thailand
Rice,1920,Northern,Phitsanulok,1.990631729,Statistical Yearbook Thailand
Rice,1920,Thailand,Total,2.123341604,Statistical Yearbook Thailand
Rice,1920,Southern,Nakhon Si Thammarat,2.544095388,Statistical Yearbook Thailand
Rice,1920,Southern,Pattani,1.322645575,Statistical Yearbook Thailand
Rice,1920,Southern,Phuket,2.115092737,Statistical Yearbook Thailand
Rice,1920,Thailand,Total,2.04600591,Statistical Yearbook Thailand
Rice,1920,Thailand,Total,1.814499131,Statistical Yearbook Thailand
Rice,1921,Central,Ayutthaya,1.803928842,Statistical Yearbook Thailand
Rice,1921,Central,Bangkok,1.351478666,Statistical Yearbook Thailand
Rice,1921,Eastern,Chanthaburi,1.75299302,Statistical Yearbook Thailand
Rice,1921,Eastern,Prachinburi,1.260880115,Statistical Yearbook Thailand
Rice,1921,Central,Ratchaburi,1.776634517,Statistical Yearbook Thailand
Rice,1921,Thailand,Total,1.613671367,Statistical Yearbook Thailand
Rice,1921,Northeastern,Nakhon Ratchasima,1.853574004,Statistical Yearbook Thailand
Rice,1921,Northeastern,Roi Et,1.399898259,Statistical Yearbook Thailand
Rice,1921,Northeastern,Udon Thani,1.729594265,Statistical Yearbook Thailand
Rice,1921,Thailand,Total,1.612747581,Statistical Yearbook Thailand
Rice,1921,Northern,Nakhon Sawan,1.357032434,Statistical Yearbook Thailand
Rice,1921,Northern,Phayao,2.516948837,Statistical Yearbook Thailand
Rice,1921,Northern,Phitsanulok,1.662607128,Statistical Yearbook Thailand
Rice,1921,Thailand,Total,1.883365998,Statistical Yearbook Thailand
Rice,1921,Southern,Nakhon Si Thammarat,2.061998183,Statistical Yearbook Thailand
Rice,1921,Southern,Pattani,1.556202874,Statistical Yearbook Thailand
Rice,1921,Southern,Phuket,0.994866703,Statistical Yearbook Thailand
Rice,1921,Thailand,Total,1.788511267,Statistical Yearbook Thailand
Rice,1921,Thailand,Total,1.673855336,Statistical Yearbook Thailand
Rice,1922,Central,Ayutthaya,1.787988195,Statistical Yearbook Thailand
Rice,1922,Central,Bangkok,1.441115011,Statistical Yearbook Thailand
Rice,1922,Eastern,Chanthaburi,1.163442443,Statistical Yearbook Thailand
Rice,1922,Eastern,Prachinburi,1.360647421,Statistical Yearbook Thailand
Rice,1922,Central,Ratchaburi,1.870177131,Statistical Yearbook Thailand
Rice,1922,Thailand,Total,1.63695474,Statistical Yearbook Thailand
Rice,1922,Northeastern,Nakhon Ratchasima,1.847477039,Statistical Yearbook Thailand
Rice,1922,Northeastern,Roi Et,1.415880312,Statistical Yearbook Thailand
Rice,1922,Northeastern,Udon Thani,1.733891256,Statistical Yearbook Thailand
Rice,1922,Thailand,Total,1.667908917,Statistical Yearbook Thailand
Rice,1922,Northern,Nakhon Sawan,1.520201777,Statistical Yearbook Thailand
Rice,1922,Northern,Phayao,2.4496507,Statistical Yearbook Thailand
Rice,1922,Northern,Phitsanulok,1.642904068,Statistical Yearbook Thailand
Rice,1922,Thailand,Total,1.925111474,Statistical Yearbook Thailand
Rice,1922,Southern,Nakhon Si Thammarat,1.771315944,Statistical Yearbook Thailand
Rice,1922,Southern,Pattani,1.305250865,Statistical Yearbook Thailand
Rice,1922,Southern,Phuket,1.709784152,Statistical Yearbook Thailand
Rice,1922,Thailand,Total,1.67851223,Statistical Yearbook Thailand
Rice,1922,Thailand,Total,1.700098175,Statistical Yearbook Thailand
Rice,1923,Central,Ayutthaya,1.594148606,Statistical Yearbook Thailand
Rice,1923,Central,Bangkok,1.44495464,Statistical Yearbook Thailand
Rice,1923,Eastern,Chanthaburi,1.135431304,Statistical Yearbook Thailand
Rice,1923,Eastern,Prachinburi,1.190774138,Statistical Yearbook Thailand
Rice,1923,Central,Ratchaburi,1.472792738,Statistical Yearbook Thailand
Rice,1923,Thailand,Total,1.463195456,Statistical Yearbook Thailand
Rice,1923,Northeastern,Nakhon Ratchasima,2.735974483,Statistical Yearbook Thailand
Rice,1923,Northeastern,Roi Et,1.326791222,Statistical Yearbook Thailand
Rice,1923,Northeastern,Udon Thani,1.374379024,Statistical Yearbook Thailand
Rice,1923,Thailand,Total,1.76810588,Statistical Yearbook Thailand
Rice,1923,Northern,Nakhon Sawan,1.647002699,Statistical Yearbook Thailand
Rice,1923,Northern,Phayao,2.617644677,Statistical Yearbook Thailand
Rice,1923,Northern,Phitsanulok,1.804324836,Statistical Yearbook Thailand
Rice,1923,Thailand,Total,2.032054541,Statistical Yearbook Thailand
Rice,1923,Southern,Nakhon Si Thammarat,2.004137864,Statistical Yearbook Thailand
Rice,1923,Southern,Pattani,1.695158722,Statistical Yearbook Thailand
Rice,1923,Southern,Phuket,1.822505948,Statistical Yearbook Thailand
Rice,1923,Thailand,Total,2.021976034,Statistical Yearbook Thailand
Rice,1923,Thailand,Total,1.698147483,Statistical Yearbook Thailand
Rice,1924,Central,Ayutthaya,1.818129928,Statistical Yearbook Thailand
Rice,1924,Central,Bangkok,1.795672733,Statistical Yearbook Thailand
Rice,1924,Eastern,Chanthaburi,1.220162386,Statistical Yearbook Thailand
Rice,1924,Eastern,Prachinburi,1.312082592,Statistical Yearbook Thailand
Rice,1924,Central,Ratchaburi,1.618130268,Statistical Yearbook Thailand
Rice,1924,Thailand,Total,1.664542082,Statistical Yearbook Thailand
Rice,1924,Northeastern,Nakhon Ratchasima,2.02004213,Statistical Yearbook Thailand
Rice,1924,Northeastern,Roi Et,1.291991133,Statistical Yearbook Thailand
Rice,1924,Northeastern,Udon Thani,1.484509316,Statistical Yearbook Thailand
Rice,1924,Thailand,Total,1.43845609,Statistical Yearbook Thailand
Rice,1924,Northern,Nakhon Sawan,2.110751239,Statistical Yearbook Thailand
Rice,1924,Northern,Phayao,2.40506162,Statistical Yearbook Thailand
Rice,1924,Northern,Phitsanulok,2.518889917,Statistical Yearbook Thailand
Rice,1924,Thailand,Total,2.345106086,Statistical Yearbook Thailand
Rice,1924,Southern,Nakhon Si Thammarat,2.957892415,Statistical Yearbook Thailand
Rice,1924,Southern,Pattani,1.347080021,Statistical Yearbook Thailand
Rice,1924,Southern,Phuket,1.946337025,Statistical Yearbook Thailand
Rice,1924,Thailand,Total,2.494809209,Statistical Yearbook Thailand
Rice,1924,Thailand,Total,1.79048238,Statistical Yearbook Thailand
Rice,1925,Central,Ayutthaya,1.252640762,Statistical Yearbook Thailand
Rice,1925,Central,Bangkok,1.676767773,Statistical Yearbook Thailand
Rice,1925,Eastern,Chanthaburi,1.283544973,Statistical Yearbook Thailand
Rice,1925,Eastern,Prachinburi,1.190214643,Statistical Yearbook Thailand
Rice,1925,Central,Ratchaburi,1.729799791,Statistical Yearbook Thailand
Rice,1925,Thailand,Total,1.331307331,Statistical Yearbook Thailand
Rice,1925,Northeastern,Nakhon Ratchasima,1.393098199,Statistical Yearbook Thailand
Rice,1925,Northeastern,Roi Et,1.809361585,Statistical Yearbook Thailand
Rice,1925,Northeastern,Udon Thani,1.671515229,Statistical Yearbook Thailand
Rice,1925,Thailand,Total,1.509110561,Statistical Yearbook Thailand
Rice,1925,Northern,Nakhon Sawan,1.617176266,Statistical Yearbook Thailand
Rice,1925,Northern,Phayao,2.583432758,Statistical Yearbook Thailand
Rice,1925,Northern,Phitsanulok,1.622175131,Statistical Yearbook Thailand
Rice,1925,Thailand,Total,1.937896885,Statistical Yearbook Thailand
Rice,1925,Southern,Nakhon Si Thammarat,2.482153533,Statistical Yearbook Thailand
Rice,1925,Southern,Pattani,1.21165677,Statistical Yearbook Thailand
Rice,1925,Southern,Phuket,1.757034285,Statistical Yearbook Thailand
Rice,1925,Thailand,Total,2.134878982,Statistical Yearbook Thailand
Rice,1925,Thailand,Total,1.554097127,Statistical Yearbook Thailand
Rice,1926,Central,Ayutthaya,1.891249094,Statistical Yearbook Thailand
Rice,1926,Central,Bangkok,1.412311356,Statistical Yearbook Thailand
Rice,1926,Eastern,Chanthaburi,1.680253424,Statistical Yearbook Thailand
Rice,1926,Eastern,Prachinburi,1.390791454,Statistical Yearbook Thailand
Rice,1926,Central,Ratchaburi,2.124648355,Statistical Yearbook Thailand
Rice,1926,Thailand,Total,1.729199854,Statistical Yearbook Thailand
Rice,1926,Northeastern,Nakhon Ratchasima,1.619324282,Statistical Yearbook Thailand
Rice,1926,Northeastern,Udon Thani,1.622472102,Statistical Yearbook Thailand
Rice,1926,Thailand,Total,1.620270395,Statistical Yearbook Thailand
Rice,1926,Northern,Nakhon Sawan,2.011825812,Statistical Yearbook Thailand
Rice,1926,Northern,Phayao,2.112055951,Statistical Yearbook Thailand
Rice,1926,Northern,Phitsanulok,1.782601825,Statistical Yearbook Thailand
Rice,1926,Thailand,Total,1.989892794,Statistical Yearbook Thailand
Rice,1926,Southern,Nakhon Si Thammarat,2.823452375,Statistical Yearbook Thailand
Rice,1926,Southern,Pattani,1.145413753,Statistical Yearbook Thailand
Rice,1926,Southern,Phuket,1.546577259,Statistical Yearbook Thailand
Rice,1926,Thailand,Total,2.260259107,Statistical Yearbook Thailand
Rice,1926,Thailand,Total,1.795648047,Statistical Yearbook Thailand
Rice,1927,Central,Ayutthaya,1.422974475,Statistical Yearbook Thailand
Rice,1927,Central,Bangkok,1.911460673,Statistical Yearbook Thailand
Rice,1927,Eastern,Chanthaburi,1.686480376,Statistical Yearbook Thailand
Rice,1927,Eastern,Prachinburi,1.362253811,Statistical Yearbook Thailand
Rice,1927,Central,Ratchaburi,1.39171216,Statistical Yearbook Thailand
Rice,1927,Thailand,Total,1.481492194,Statistical Yearbook Thailand
Rice,1927,Northeastern,Nakhon Ratchasima,1.422550059,Statistical Yearbook Thailand
Rice,1927,Northeastern,Udon Thani,1.499568108,Statistical Yearbook Thailand
Rice,1927,Thailand,Total,1.445698708,Statistical Yearbook Thailand
Rice,1927,Northern,Nakhon Sawan,1.360214732,Statistical Yearbook Thailand
Rice,1927,Northern,Phayao,2.100669824,Statistical Yearbook Thailand
Rice,1927,Northern,Phitsanulok,2.181526514,Statistical Yearbook Thailand
Rice,1927,Thailand,Total,1.896651138,Statistical Yearbook Thailand
Rice,1927,Southern,Nakhon Si Thammarat,1.702975032,Statistical Yearbook Thailand
Rice,1927,Southern,Pattani,1.591713139,Statistical Yearbook Thailand
Rice,1927,Southern,Phuket,1.888970916,Statistical Yearbook Thailand
Rice,1927,Thailand,Total,1.701494172,Statistical Yearbook Thailand
Rice,1927,Thailand,Total,1.573712278,Statistical Yearbook Thailand
Rice,1928,Central,Ayutthaya,0.957121349,Statistical Yearbook Thailand
Rice,1928,Central,Bangkok,1.454833135,Statistical Yearbook Thailand
Rice,1928,Eastern,Chanthaburi,1.77019895,Statistical Yearbook Thailand
Rice,1928,Eastern,Prachinburi,1.404447705,Statistical Yearbook Thailand
Rice,1928,Central,Ratchaburi,1.899577266,Statistical Yearbook Thailand
Rice,1928,Thailand,Total,1.255108888,Statistical Yearbook Thailand
Rice,1928,Northeastern,Nakhon Ratchasima,1.273376848,Statistical Yearbook Thailand
Rice,1928,Northeastern,Udon Thani,1.508906867,Statistical Yearbook Thailand
Rice,1928,Thailand,Total,1.345875714,Statistical Yearbook Thailand
Rice,1928,Northern,Nakhon Sawan,1.298917854,Statistical Yearbook Thailand
Rice,1928,Northern,Phayao,2.080914152,Statistical Yearbook Thailand
Rice,1928,Northern,Phitsanulok,1.522698267,Statistical Yearbook Thailand
Rice,1928,Thailand,Total,1.699115721,Statistical Yearbook Thailand
Rice,1928,Southern,Nakhon Si Thammarat,2.009192703,Statistical Yearbook Thailand
Rice,1928,Southern,Pattani,1.294405995,Statistical Yearbook Thailand
Rice,1928,Southern,Phuket,1.697822509,Statistical Yearbook Thailand
Rice,1928,Thailand,Total,1.774564198,Statistical Yearbook Thailand
Rice,1928,Thailand,Total,1.40467369,Statistical Yearbook Thailand
Rice,1929,Central,Ayutthaya,1.390675808,Statistical Yearbook Thailand
Rice,1929,Central,Bangkok,1.391260536,Statistical Yearbook Thailand
Rice,1929,Eastern,Chanthaburi,1.085858239,Statistical Yearbook Thailand
Rice,1929,Eastern,Prachinburi,1.451881923,Statistical Yearbook Thailand
Rice,1929,Central,Ratchaburi,0.994612836,Statistical Yearbook Thailand
Rice,1929,Thailand,Total,1.356739323,Statistical Yearbook Thailand
Rice,1929,Northeastern,Nakhon Ratchasima,1.147896044,Statistical Yearbook Thailand
Rice,1929,Northeastern,Udon Thani,1.386273244,Statistical Yearbook Thailand
Rice,1929,Thailand,Total,1.219917893,Statistical Yearbook Thailand
Rice,1929,Northern,Nakhon Sawan,0.986343594,Statistical Yearbook Thailand
Rice,1929,Northern,Phayao,1.627958014,Statistical Yearbook Thailand
Rice,1929,Northern,Phitsanulok,1.040134276,Statistical Yearbook Thailand
Rice,1929,Thailand,Total,1.288269463,Statistical Yearbook Thailand
Rice,1929,Southern,Nakhon Si Thammarat,1.85686811,Statistical Yearbook Thailand
Rice,1929,Southern,Pattani,1.024069471,Statistical Yearbook Thailand
Rice,1929,Southern,Phuket,1.405637227,Statistical Yearbook Thailand
Rice,1929,Thailand,Total,1.592446132,Statistical Yearbook Thailand
Rice,1929,Thailand,Total,1.324639918,Statistical Yearbook Thailand
Rice,1930,Central,Ayutthaya,1.268608521,Statistical Yearbook Thailand
Rice,1930,Central,Bangkok,1.595329575,Statistical Yearbook Thailand
Rice,1930,Eastern,Chanthaburi,1.39316358,Statistical Yearbook Thailand
Rice,1930,Eastern,Prachinburi,1.745029286,Statistical Yearbook Thailand
Rice,1930,Central,Ratchaburi,1.458848318,Statistical Yearbook Thailand
Rice,1930,Thailand,Total,1.446010646,Statistical Yearbook Thailand
Rice,1930,Northeastern,Nakhon Ratchasima,1.344906516,Statistical Yearbook Thailand
Rice,1930,Northeastern,Udon Thani,1.550769414,Statistical Yearbook Thailand
Rice,1930,Thailand,Total,1.403694554,Statistical Yearbook Thailand
Rice,1930,Northern,Nakhon Sawan,1.699007057,Statistical Yearbook Thailand
Rice,1930,Northern,Phayao,2.499835414,Statistical Yearbook Thailand
Rice,1930,Northern,Phitsanulok,1.289258147,Statistical Yearbook Thailand
Rice,1930,Thailand,Total,1.957459672,Statistical Yearbook Thailand
Rice,1930,Southern,Nakhon Si Thammarat,1.923083638,Statistical Yearbook Thailand
Rice,1930,Southern,Pattani,1.291010649,Statistical Yearbook Thailand
Rice,1930,Southern,Phuket,1.368217565,Statistical Yearbook Thailand
Rice,1930,Thailand,Total,1.708414434,Statistical Yearbook Thailand
Rice,1930,Thailand,Total,1.561991186,Statistical Yearbook Thailand
Rice,1931,Central,Ayutthaya,1.190949332,Statistical Yearbook Thailand
Rice,1931,Central,Bangkok,1.444019636,Statistical Yearbook Thailand
Rice,1931,Eastern,Chanthaburi,1.698674915,Statistical Yearbook Thailand
Rice,1931,Eastern,Prachinburi,1.213614276,Statistical Yearbook Thailand
Rice,1931,Central,Ratchaburi,1.156486071,Statistical Yearbook Thailand
Rice,1931,Thailand,Total,1.245584816,Statistical Yearbook Thailand
Rice,1931,Northeastern,Nakhon Ratchasima,1.049368836,Statistical Yearbook Thailand
Rice,1931,Northeastern,Udon Thani,1.454884101,Statistical Yearbook Thailand
Rice,1931,Thailand,Total,1.179445571,Statistical Yearbook Thailand
Rice,1931,Northern,Nakhon Sawan,1.235523427,Statistical Yearbook Thailand
Rice,1931,Northern,Phayao,1.612202628,Statistical Yearbook Thailand
Rice,1931,Northern,Phitsanulok,1.498830104,Statistical Yearbook Thailand
Rice,1931,Thailand,Total,1.469840208,Statistical Yearbook Thailand
Rice,1931,Southern,Nakhon Si Thammarat,1.812520709,Statistical Yearbook Thailand
Rice,1931,Southern,Pattani,1.243952494,Statistical Yearbook Thailand
Rice,1931,Southern,Phuket,1.864082317,Statistical Yearbook Thailand
Rice,1931,Thailand,Total,1.679704461,Statistical Yearbook Thailand
Rice,1931,Thailand,Total,1.313389773,Statistical Yearbook Thailand
Rice,1932,Central,Ayutthaya,1.76664254,Statistical Yearbook Thailand
Rice,1932,Central,Bangkok,1.754015021,Statistical Yearbook Thailand
Rice,1932,Eastern,Prachinburi,1.486571096,Statistical Yearbook Thailand
Rice,1932,Central,Ratchaburi,1.486789836,Statistical Yearbook Thailand
Rice,1932,Thailand,Total,1.641732351,Statistical Yearbook Thailand
Rice,1932,Northeastern,Nakhon Ratchasima,1.268844075,Statistical Yearbook Thailand
Rice,1932,Northeastern,Udon Thani,1.118531679,Statistical Yearbook Thailand
Rice,1932,Thailand,Total,1.226453863,Statistical Yearbook Thailand
Rice,1932,Northern,Phayao,2.324434392,Statistical Yearbook Thailand
Rice,1932,Northern,Phitsanulok,1.932579814,Statistical Yearbook Thailand
Rice,1932,Thailand,Total,2.181666146,Statistical Yearbook Thailand
Rice,1932,Southern,Nakhon Si Thammarat,1.587682085,Statistical Yearbook Thailand
Rice,1932,Southern,Phuket,1.991592386,Statistical Yearbook Thailand
Rice,1932,Thailand,Total,1.635968779,Statistical Yearbook Thailand
Rice,1932,Thailand,Total,1.605178107,Statistical Yearbook Thailand
Rice,1933,Central,Ang Thong,1.918051246,Statistical Yearbook Thailand
Rice,1933,Central,Ayutthaya,2.064740822,Statistical Yearbook Thailand
Rice,1933,Central,Bangkok,2.083642183,Statistical Yearbook Thailand
Rice,1933,Eastern,Chachoengsao,1.446626769,Statistical Yearbook Thailand
Rice,1933,Central,Chainat,1.392761361,Statistical Yearbook Thailand
Rice,1933,Eastern,Chanthaburi,2.0332153,Statistical Yearbook Thailand
Rice,1933,Eastern,Chonburi,1.620095436,Statistical Yearbook Thailand
Rice,1933,Central,Kanchanaburi,1.241989873,Statistical Yearbook Thailand
Rice,1933,Central,Lopburi,1.830213358,Statistical Yearbook Thailand
Rice,1933,Eastern,Nakhon Nayok,1.560804433,Statistical Yearbook Thailand
Rice,1933,Central,Nakhon Pathom,1.309906491,Statistical Yearbook Thailand
Rice,1933,Central,Nonthaburi,1.814889058,Statistical Yearbook Thailand
Rice,1933,Central,Pathum Thani,1.078126704,Statistical Yearbook Thailand
Rice,1933,Central,Phetchaburi,1.795170602,Statistical Yearbook Thailand
Rice,1933,Eastern,PrachinBuri,1.402953244,Statistical Yearbook Thailand
Rice,1933,Central,Prachuap Khiri Khan,0.9227893,Statistical Yearbook Thailand
Rice,1933,Central,Ratchaburi,1.928375215,Statistical Yearbook Thailand
Rice,1933,Eastern,Rayong,1.600772299,Statistical Yearbook Thailand
Rice,1933,Central,Samut Prakan,2.167815141,Statistical Yearbook Thailand
Rice,1933,Central,Samut Sakhon,1.365969005,Statistical Yearbook Thailand
Rice,1933,Central,Samut Songkhram,1.623288265,Statistical Yearbook Thailand
Rice,1933,Central,Saraburi,1.274263827,Statistical Yearbook Thailand
Rice,1933,Central,Singburi,1.030776892,Statistical Yearbook Thailand
Rice,1933,Central,Suphanburi,1.8004066,Statistical Yearbook Thailand
Rice,1933,Eastern,Trat,1.063876131,Statistical Yearbook Thailand
Rice,1933,Thailand,Total,1.617118406,Statistical Yearbook Thailand
Rice,1933,Northeastern,Buriram,1.793557272,Statistical Yearbook Thailand
Rice,1933,Northeastern,Chaiyaphum,1.65250481,Statistical Yearbook Thailand
Rice,1933,Northeastern,Khon Kaen,1.382439241,Statistical Yearbook Thailand
Rice,1933,Northeastern,Loei,1.448268292,Statistical Yearbook Thailand
Rice,1933,Northeastern,Maha Sarakham,1.342396105,Statistical Yearbook Thailand
Rice,1933,Northeastern,Nakhon Phanom,2.083766464,Statistical Yearbook Thailand
Rice,1933,Northeastern,Nakhon Ratchasima,1.679937528,Statistical Yearbook Thailand
Rice,1933,Northeastern,Nong Khai,1.805272174,Statistical Yearbook Thailand
Rice,1933,Northeastern,Roi Et,1.470564975,Statistical Yearbook Thailand
Rice,1933,Northeastern,Sakon Nakhon,1.399458863,Statistical Yearbook Thailand
Rice,1933,Northeastern,Surin,1.119115375,Statistical Yearbook Thailand
Rice,1933,Northeastern,Ubon Ratchathani,1.274968181,Statistical Yearbook Thailand
Rice,1933,Northeastern,Udon Thani,0.98081971,Statistical Yearbook Thailand
Rice,1933,Thailand,Total,1.42637994,Statistical Yearbook Thailand
Rice,1933,Northern,Chiang Mai,1.885746902,Statistical Yearbook Thailand
Rice,1933,Northern,Chiang Rai,1.83498982,Statistical Yearbook Thailand
Rice,1933,Northern,Kamphaeng Phet,1.625821621,Statistical Yearbook Thailand
Rice,1933,Northern,Lampang,1.688685463,Statistical Yearbook Thailand
Rice,1933,Northern,Lamphun,1.325460582,Statistical Yearbook Thailand
Rice,1933,Northern,Mae Hong Son,2.67686883,Statistical Yearbook Thailand
Rice,1933,Northern,Nakhon Sawan,1.773263111,Statistical Yearbook Thailand
Rice,1933,Northern,Nan,2.808961398,Statistical Yearbook Thailand
Rice,1933,Northern,Phetchabun,1.633626134,Statistical Yearbook Thailand
Rice,1933,Northern,Phichit,1.422035968,Statistical Yearbook Thailand
Rice,1933,Northern,Phitsanulok,1.589817698,Statistical Yearbook Thailand
Rice,1933,Northern,Phrae,1.556545829,Statistical Yearbook Thailand
Rice,1933,Northern,Sukhothai,1.058384776,Statistical Yearbook Thailand
Rice,1933,Northern,Tak,1.850605049,Statistical Yearbook Thailand
Rice,1933,Northern,Uthai Thani,1.919975151,Statistical Yearbook Thailand
Rice,1933,Northern,Uttaradit,0.885199815,Statistical Yearbook Thailand
Rice,1933,Thailand,Total,1.686745848,Statistical Yearbook Thailand
Rice,1933,Southern,Chumphon,1.502736642,Statistical Yearbook Thailand
Rice,1933,Southern,Krabi,1.584640393,Statistical Yearbook Thailand
Rice,1933,Southern,Nakhon Si Thammarat,1.631912784,Statistical Yearbook Thailand
Rice,1933,Southern,Narathiwat,0.804294812,Statistical Yearbook Thailand
Rice,1933,Southern,Pattani,0.805707521,Statistical Yearbook Thailand
Rice,1933,Southern,Phang Nga,2.175270385,Statistical Yearbook Thailand
Rice,1933,Southern,Phatthalung,1.604388655,Statistical Yearbook Thailand
Rice,1933,Southern,Phuket,1.951607316,Statistical Yearbook Thailand
Rice,1933,Southern,Ranong,1.838449613,Statistical Yearbook Thailand
Rice,1933,Southern,Satun,1.680719348,Statistical Yearbook Thailand
Rice,1933,Southern,Songkhla,1.533085775,Statistical Yearbook Thailand
Rice,1933,Southern,Surat Thani,1.354477532,Statistical Yearbook Thailand
Rice,1933,Southern,Trang,2.046783626,Statistical Yearbook Thailand
Rice,1933,Southern,Yala,1.273212881,Statistical Yearbook Thailand
Rice,1933,Thailand,Total,1.460150963,Statistical Yearbook Thailand
Rice,1933,Thailand,Total,1.572284566,Statistical Yearbook Thailand
Rice,1934,Central,Ang Thong,1.323052419,Statistical Yearbook Thailand
Rice,1934,Central,Ayutthaya,2.327582616,Statistical Yearbook Thailand
Rice,1934,Central,Bangkok,1.459389062,Statistical Yearbook Thailand
Rice,1934,Eastern,Chachoengsao,1.122554199,Statistical Yearbook Thailand
Rice,1934,Central,Chainat,1.282926435,Statistical Yearbook Thailand
Rice,1934,Eastern,Chanthaburi,1.919349547,Statistical Yearbook Thailand
Rice,1934,Eastern,Chonburi,0.506321302,Statistical Yearbook Thailand
Rice,1934,Central,Kanchanaburi,0.802484063,Statistical Yearbook Thailand
Rice,1934,Central,Lopburi,1.545348393,Statistical Yearbook Thailand
Rice,1934,Eastern,Nakhon Nayok,1.272833677,Statistical Yearbook Thailand
Rice,1934,Central,Nakhon Pathom,1.061376554,Statistical Yearbook Thailand
Rice,1934,Central,Nonthaburi,1.980652975,Statistical Yearbook Thailand
Rice,1934,Central,Pathum Thani,1.313467868,Statistical Yearbook Thailand
Rice,1934,Central,Phetchaburi,0.626870062,Statistical Yearbook Thailand
Rice,1934,Eastern,PrachinBuri,0.701995597,Statistical Yearbook Thailand
Rice,1934,Central,Prachuap Khiri Khan,1.562142142,Statistical Yearbook Thailand
Rice,1934,Central,Ratchaburi,0.775129245,Statistical Yearbook Thailand
Rice,1934,Eastern,Rayong,1.818552537,Statistical Yearbook Thailand
Rice,1934,Central,Samut Prakan,1.79402958,Statistical Yearbook Thailand
Rice,1934,Central,Samut Sakhon,0.89441701,Statistical Yearbook Thailand
Rice,1934,Central,Samut Songkhram,1.091503977,Statistical Yearbook Thailand
Rice,1934,Central,Saraburi,0.84700005,Statistical Yearbook Thailand
Rice,1934,Central,Singburi,1.850876041,Statistical Yearbook Thailand
Rice,1934,Central,Suphanburi,1.154176516,Statistical Yearbook Thailand
Rice,1934,Eastern,Trat,0.889797399,Statistical Yearbook Thailand
Rice,1934,Thailand,Total,1.36732141,Statistical Yearbook Thailand
Rice,1934,Northeastern,Buriram,1.331356319,Statistical Yearbook Thailand
Rice,1934,Northeastern,Chaiyaphum,1.409902518,Statistical Yearbook Thailand
Rice,1934,Northeastern,Khon Kaen,1.25974742,Statistical Yearbook Thailand
Rice,1934,Northeastern,Loei,1.584460114,Statistical Yearbook Thailand
Rice,1934,Northeastern,Maha Sarakham,1.122355725,Statistical Yearbook Thailand
Rice,1934,Northeastern,Nakhon Phanom,1.306143812,Statistical Yearbook Thailand
Rice,1934,Northeastern,Nakhon Ratchasima,1.277634553,Statistical Yearbook Thailand
Rice,1934,Northeastern,Nong Khai,1.810794246,Statistical Yearbook Thailand
Rice,1934,Northeastern,Roi Et,1.20619589,Statistical Yearbook Thailand
Rice,1934,Northeastern,Sakon Nakhon,1.406036956,Statistical Yearbook Thailand
Rice,1934,Northeastern,Surin,0.597148506,Statistical Yearbook Thailand
Rice,1934,Northeastern,Ubon Ratchathani,0.677052213,Statistical Yearbook Thailand
Rice,1934,Northeastern,Udon Thani,0.776176309,Statistical Yearbook Thailand
Rice,1934,Thailand,Total,1.06471689,Statistical Yearbook Thailand
Rice,1934,Northern,Chiang Mai,2.266963711,Statistical Yearbook Thailand
Rice,1934,Northern,Chiang Rai,2.453036417,Statistical Yearbook Thailand
Rice,1934,Northern,Kamphaeng Phet,1.754218586,Statistical Yearbook Thailand
Rice,1934,Northern,Lampang,1.549634209,Statistical Yearbook Thailand
Rice,1934,Northern,Lamphun,1.900205505,Statistical Yearbook Thailand
Rice,1934,Northern,Mae Hong Son,2.129334962,Statistical Yearbook Thailand
Rice,1934,Northern,Nakhon Sawan,1.693854412,Statistical Yearbook Thailand
Rice,1934,Northern,Nan,1.5030951,Statistical Yearbook Thailand
Rice,1934,Northern,Phetchabun,1.905341012,Statistical Yearbook Thailand
Rice,1934,Northern,Phichit,1.272683238,Statistical Yearbook Thailand
Rice,1934,Northern,Phitsanulok,1.76040321,Statistical Yearbook Thailand
Rice,1934,Northern,Phrae,1.947742243,Statistical Yearbook Thailand
Rice,1934,Northern,Sukhothai,2.360992994,Statistical Yearbook Thailand
Rice,1934,Northern,Tak,1.79143357,Statistical Yearbook Thailand
Rice,1934,Northern,Uthai Thani,1.903261884,Statistical Yearbook Thailand
Rice,1934,Northern,Uttaradit,1.865944505,Statistical Yearbook Thailand
